Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR031172	Serpin E3	interpro	family		PTHR11461:SF129	
IPR031173	Antizyme inhibitor 2	interpro	family		PTHR11482:SF4	GO:0042978,GO:1902269
IPR031175	RNA polymerase II elongation factor ELL3	interpro	family		PTHR23288:SF18	GO:0035326,GO:0006368,GO:0048863,GO:0008023
IPR031176	ELL/occludin family	interpro	family		PTHR23288	
IPR031177	MARVEL domain-containing protein 2	interpro	family		PTHR23288:SF3	GO:0007605,GO:0045216,GO:0061689
IPR031178	Antizyme inhibitor 1	interpro	family		PTHR11482:SF7	GO:0042978
IPR031179	RNA polymerase II elongation factor ELL2	interpro	family		PTHR23288:SF8,PTHR23288:SF36	GO:0006368,GO:0008023
IPR031180	Glypican-4	interpro	family		PTHR10822:SF25	
IPR031181	Glypican-2	interpro	family		PTHR10822:SF24	
IPR031182	Occludin/ELL domain-containing protein 1	interpro	family		PTHR23288:SF15	
IPR031183	Glypican-6	interpro	family		PTHR10822:SF31	
IPR031184	RNA polymerase II elongation factor ELL	interpro	family		PTHR23288:SF9	GO:0006366,GO:0042795,GO:0008023
IPR031185	MAGUK p55 subfamily member 5	interpro	family		PTHR23122:SF14	GO:0070830,GO:0090162
IPR031186	Syntaxin-3	interpro	family		PTHR19957:SF34	GO:0006887,GO:0016081,GO:0016192
IPR031187	Division abnormally delayed protein	interpro	family		PTHR10822:SF29	GO:0030513,GO:0045880,GO:0090263
IPR031188	Glypican-5	interpro	family		PTHR10822:SF12	
IPR031190	Syndecan-1	interpro	family		PTHR10915:SF5	GO:0042060
IPR031191	Helicase with zinc finger domain 2	interpro	family		PTHR10887:SF428	GO:0030374
IPR031192	DIS3-like exonuclease 1	interpro	family		PTHR23355:SF30	GO:0000175,GO:0016075,GO:0090503
IPR031194	Syndecan-3	interpro	family		PTHR10915:SF7	
IPR031197	Na(+)/H(+) exchange regulatory cofactor NHERF-2	interpro	family		PTHR14191:SF4	GO:0060090
IPR031198	Syndecan, invertebrate	interpro	family		PTHR10915:SF1	GO:0007411
IPR031199	Na(+)/H(+) exchange regulatory cofactor NHERF-1	interpro	family		PTHR14191:SF7	GO:0060090
IPR031200	Na(+)/H(+) exchange regulatory cofactor NHERF-4	interpro	family		PTHR14191:SF20	GO:0030251,GO:0006811,GO:0007168
IPR031201	Syndecan-2	interpro	family		PTHR10915:SF6	
IPR031202	PHD finger protein 1	interpro	family		PTHR12628:SF11	GO:0035064,GO:0006974,GO:0031060
IPR031203	Signal-induced proliferation-associated 1-like protein 2	interpro	family		PTHR15711:SF7	
IPR031204	Signal-induced proliferation-associated 1-like protein 3	interpro	family		PTHR15711:SF15	
IPR031205	Protein phosphatase 1 regulatory subunit 12C	interpro	family		PTHR24179:SF27	
IPR031206	Protein Hothead	interpro	family		PTHR45968:SF5	
IPR031208	AH receptor-interacting protein	interpro	family		PTHR11242:SF3	
IPR031209	Aryl-hydrocarbon-interacting protein-like 1	interpro	family		PTHR11242:SF2	GO:0007601
IPR031210	Peptidyl-prolyl cis-trans isomerase FKBP5	interpro	family		PTHR10516:SF26	GO:0003755,GO:0005528,GO:0031072,GO:0000413
IPR031211	Nestin	interpro	family		PTHR47051	GO:0019215
IPR031212	Peptidyl-prolyl cis-trans isomerase FKBP4	interpro	family		PTHR10516:SF25	GO:0003755,GO:0005528,GO:0031072,GO:0000413
IPR031213	Myocilin	interpro	family		PTHR23192:SF33	GO:0001952,GO:0030335,GO:0051492,GO:0005615
IPR031214	Ecotropic viral integration site 5 protein	interpro	family		PTHR22957:SF254	GO:0005096,GO:0043087
IPR031215	Interferon regulatory factor 1	interpro	family		PTHR11949:SF3	GO:0003700,GO:0006355,GO:0006915,GO:0008285,GO:0050776
IPR031216	Noelin-3	interpro	family		PTHR23192:SF36	
IPR031217	Noelin	interpro	family		PTHR23192:SF34	GO:0007399
IPR031218	Interferon regulatory factor 2	interpro	family		PTHR11949:SF22	GO:0003700,GO:0006355,GO:0008283
IPR031219	Noelin-2	interpro	family		PTHR23192:SF27	
IPR031220	XIAP-associated factor 1	interpro	family		PTHR16295:SF17	GO:0006915
IPR031221	Olfactomedin-4	interpro	family		PTHR23192:SF7	
IPR031222	Cullin-9	interpro	family		PTHR22771:SF2	GO:0000226,GO:0007088,GO:0016567,GO:0031461
IPR031223	Cullin-7	interpro	family		PTHR22771:SF3	GO:0000226,GO:0016567,GO:0031467,GO:1990393
IPR031224	Gliomedin	interpro	family		PTHR23192:SF5	GO:0045162
IPR031227	E3 ubiquitin-protein ligase Praja-1	interpro	family		PTHR15710:SF2	GO:0061630,GO:0016567
IPR031228	Stonin-2	interpro	family		PTHR10529:SF345	GO:0006897,GO:0036465
IPR031229	Olfactomedin-like protein 1	interpro	family		PTHR23192:SF13	
IPR031230	Olfactomedin-like protein 3	interpro	family		PTHR23192:SF8	
IPR031231	Olfactomedin-like protein 2A	interpro	family		PTHR23192:SF29	
IPR031232	Stonin-1	interpro	family		PTHR10529:SF339	
IPR031233	Olfactomedin-like protein 2B	interpro	family		PTHR23192:SF37	
IPR031234	Latrophilin-1	interpro	family		PTHR12011:SF62	
IPR031237	ATP-binding cassette sub-family D member 1	interpro	family		PTHR11384:SF21	GO:0005524,GO:0042626,GO:0006635,GO:0005778
IPR031238	Peroxisomal long-chain fatty acid import protein 1	interpro	family		PTHR11384:SF36	GO:0042626,GO:1902001,GO:0005779
IPR031239	ATP-binding cassette sub-family D member 2	interpro	family		PTHR11384:SF24	GO:0000038,GO:0006635,GO:0005777
IPR031240	Latrophilin-2	interpro	family		PTHR12011:SF61	GO:0004930,GO:0007186
IPR031241	ATP-binding cassette sub-family D member 3	interpro	family		PTHR11384:SF34	GO:0042626,GO:0042803,GO:0015910,GO:0005777
IPR031244	Unconventional myosin-XVIIIa	interpro	family		PTHR45615:SF13	GO:0051015
IPR031245	Dipeptidyl peptidase FAP	interpro	family		PTHR11731:SF136	GO:0008233,GO:0006508
IPR031248	E3 ubiquitin-protein ligase RNF213	interpro	family		PTHR22605	GO:0004842,GO:0016887
IPR031250	Homeobox protein GBX-2	interpro	family		PTHR24334:SF3	GO:0006355
IPR031251	Homeobox protein GBX-1	interpro	family		PTHR24334:SF2	
IPR031252	ATPase family AAA domain-containing protein 2	interpro	family		PTHR23069:SF4	GO:0016887,GO:0006325,GO:0006355
IPR031253	Homeobox protein unplugged	interpro	family		PTHR24334:SF0	GO:0006355,GO:0051960
IPR031256	Myelin P2 protein	interpro	family		PTHR11955:SF64	GO:0008289,GO:0061024,GO:0043209
IPR031259	Intracellular lipid binding protein	interpro	family		PTHR11955	GO:0008289
IPR031260	Rho-related BTB domain-containing protein 3	interpro	family		PTHR24072:SF139	GO:0016887,GO:0017137,GO:0016192
IPR031261	Fatty acid-binding protein 12	interpro	family		PTHR11955:SF76	
IPR031263	PMS1 protein homologue 1	interpro	family		PTHR10073:SF43	
IPR031264	Retinol-binding protein 1	interpro	family		PTHR11955:SF56	GO:0002138,GO:0006776,GO:0005829
IPR031265	Transcription factor SOX-8	interpro	family		PTHR45803:SF2	GO:0000981,GO:0006355
IPR031267	Transcription factor SOX-12	interpro	family		PTHR10270:SF221	GO:0003713,GO:0006357,GO:0045165
IPR031268	Transcription factor SOX-1	interpro	family		PTHR10270:SF40	GO:0007399
IPR031269	Protein SOX-15	interpro	family		PTHR10270:SF45	
IPR031270	Retinol-binding protein 5	interpro	family		PTHR11955:SF74	GO:0016918
IPR031271	Calcipressin-1	interpro	family		PTHR10300:SF4	GO:0033173
IPR031272	Fatty acid-binding protein, intestinal	interpro	family		PTHR11955:SF89	GO:0005504
IPR031273	Protein mono-ADP-ribosyltransferase PARP4	interpro	family		PTHR46530	GO:0003950,GO:0006471
IPR031275	Protein mono-ADP-ribosyltransferase PARP3	interpro	family		PTHR10459:SF66	GO:0003950,GO:0006302,GO:0006471
IPR031276	Liver basic fatty acid-binding protein	interpro	family		PTHR11955:SF96	GO:0005504
IPR031278	Homeobox protein SIX1	interpro	family		PTHR10390:SF66	GO:0000976,GO:0003700,GO:0045892
IPR031279	Cellular retinoic acid-binding protein 1	interpro	family		PTHR11955:SF62	GO:0001972,GO:0034653,GO:0005737
IPR031280	Histone acetyltransferase KAT6A	interpro	family		PTHR10615:SF26	GO:0003713,GO:0004402,GO:0043966,GO:0048513,GO:0005634,GO:0070776
IPR031281	Cellular retinoic acid-binding protein 2	interpro	family		PTHR11955:SF60	GO:0001972,GO:0048385,GO:0005634,GO:0005737
IPR031283	Amphoterin-induced protein	interpro	family		PTHR24368	
IPR031284	Amphoterin-induced protein 1	interpro	family		PTHR24368:SF1	GO:0007155,GO:0007413,GO:0042552,GO:0005887
IPR031285	Amphoterin-induced protein 3	interpro	family		PTHR24368:SF62	
IPR031286	Amphoterin-induced protein 2	interpro	family		PTHR24368:SF209	GO:0043066
IPR031287	Anoctamin-1	interpro	family		PTHR12308:SF13	GO:0034605,GO:0035774,GO:1902476,GO:0005886
IPR031288	Anoctamin-2	interpro	family		PTHR12308:SF20	
IPR031289	Anoctamin-8	interpro	family		PTHR12308:SF33	
IPR031290	Anoctamin-9	interpro	family		PTHR12308:SF37	GO:0061588
IPR031291	Anoctamin-10	interpro	family		PTHR12308:SF40	
IPR031292	Anoctamin-3	interpro	family		PTHR12308:SF16	GO:0061588
IPR031293	Anoctamin-4	interpro	family		PTHR12308:SF28	GO:0061588
IPR031294	Anoctamin-5	interpro	family		PTHR12308:SF23	
IPR031295	Anoctamin-6	interpro	family		PTHR12308:SF21	GO:0002407,GO:0007596,GO:0030501,GO:0034767,GO:0061588,GO:1902476
IPR031296	Anoctamin-7	interpro	family		PTHR12308:SF22	GO:0061588
IPR031297	DNA damage-binding protein 1	interpro	family		PTHR10644:SF3	GO:0006281
IPR031298	Protein Bop	interpro	family		PTHR15503:SF4	GO:0006915,GO:0051881,GO:0097345,GO:0005739
IPR031299	ADP-dependent glucose/glucosamine kinase, archaeal	interpro	family		MF_00809	GO:0043843,GO:0006006
IPR031306	CcdC protein	interpro	family		PIRSF021441,PTHR39164	
IPR031307	Ninja family	interpro	family		PTHR31413	GO:0007165
IPR031308	Uncharacterised conserved protein UCP028777	interpro	family		PIRSF028777	
IPR031318	OPI10 family	interpro	family		PTHR12925	
IPR031321	Uncharacterised conserved protein UCP012641, putative zinc-binding metallo-peptidase	interpro	family		PIRSF012641,PF15887	
IPR031322	Shikimate kinase/gluconokinase	interpro	family		PF01202	
IPR031326	Piwi-like protein 1	interpro	family		PTHR22891:SF46	GO:0034584,GO:0007286
IPR031327	Mini-chromosome maintenance protein	interpro	family		SM00350,PTHR11630	
IPR031328	Ephrin	interpro	family		PTHR11304	
IPR031332	Putative heme-dependent peroxidase, UPF0447 family	interpro	family		MF_01442	
IPR031342	Uncharacterized protein YGR053C	interpro	family		PF17119	
IPR031344	Protein of unknown function DUF5104	interpro	family		PF17117	
IPR031345	Protein of unknown function DUF5103	interpro	family		PF17116	
IPR031347	Protein AmpE	interpro	family		PF17113	
IPR031349	General transcription factor TFIIH, subunit Tfb6	interpro	family		PF17110,PTHR37781	
IPR031355	Protein of unknown function DUF5102	interpro	family		PF17104,PTHR38698	
IPR031360	Tryptophan transporter TrpP	interpro	family		PF17099	
IPR031361	Spindle pole body component Kre28	interpro	family		PF17097	GO:0000775
IPR031362	Protein BNIP5	interpro	family		PTHR22435,PF15661	
IPR031363	Transmembrane protein 252	interpro	family		PF15664,PTHR35682	
IPR031364	Germinal centre-associated lymphoma protein	interpro	family		PTHR35351,PF15666	GO:0050855,GO:2000401
IPR031365	Protein of unknown function with motif GDWWSH	interpro	family		PTHR35087,PF15667	
IPR031366	Protein of unknown function DUF4663	interpro	family		PTHR36872,PF15668	
IPR031367	Coiled-coil domain-containing protein 24	interpro	family		PTHR28601,PF15669	
IPR031369	Proline-rich protein 18	interpro	family		PF15671	
IPR031370	Altered inheritance of mitochondria protein 3	interpro	family		PF17096	GO:0051016,GO:0030479
IPR031371	Cell-membrane associated Mucin-15	interpro	family		PF15672,PTHR45427	
IPR031373	Circadian-associated transcriptional repressor	interpro	family		PTHR35441,PF15673	GO:0000976,GO:0032922
IPR031374	Uncharacterised protein family UPF0715	interpro	family		PF17094	
IPR031377	Inovirus G7P protein	interpro	family		PF17091	
IPR031378	Small vasohibin-binding protein	interpro	family		PF15674,PTHR34762	
IPR031380	Six6 opposite strand transcript 1	interpro	family		PF15676,PTHR35449	
IPR031381	Uncharacterised protein YtcA	interpro	family		PF17090	
IPR031382	Uncharacterised protein YjbT	interpro	family		PF17089	
IPR031383	Uncharacterised protein ycf90	interpro	family		PF17088	
IPR031384	Herpesvirus US34A protein family	interpro	family		PF17087	
IPR031385	Small capsid protein, Herpesviridae	interpro	family		PF17086,MF_04021	
IPR031386	Unique cartilage matrix-associated protein	interpro	family		PTHR28647,PF17085	GO:0045667
IPR031387	Spindle and centriole-associated protein 1	interpro	family		PTHR31167,PF15678	GO:0090307
IPR031388	Topoisomerase I damage affected protein 11	interpro	family		PF17084	
IPR031389	Ribosomal biogenesis factor	interpro	family		PTHR35544,PF15679	GO:0042254
IPR031390	Orofacial cleft 1 candidate gene 1 protein	interpro	family		PF15680,PTHR33862	
IPR031391	Nucleolar protein Swm2	interpro	family		PF17083	
IPR031392	Spindle pole component 29	interpro	family		PF17082	GO:0005200,GO:0030474,GO:0005823
IPR031393	Lymphocyte transmembrane adapter 1	interpro	family		PF15681,PTHR24091	GO:0006955,GO:0051249
IPR031394	Musculoskeletal embryonic nuclear protein 1	interpro	family		PF15682	GO:0002062,GO:0035988,GO:0042246,GO:0005634
IPR031395	Protein Sop4	interpro	family		PF17081	
IPR031396	Multidrug resistance efflux pump SepA	interpro	family		PF17080	
IPR031397	Male-specific protein scotti	interpro	family		PF17079	GO:0007291
IPR031398	SWI5-dependent HO expression protein 3	interpro	family		PF17078	GO:0048309,GO:0051028
IPR031399	Testis development-related protein	interpro	family		PF15683	GO:0007283
IPR031400	Gametogenetin	interpro	family		PTHR47742,PF15685	GO:0006302,GO:0007276
IPR031401	She1	interpro	family		PF17077	GO:0008017,GO:2000575,GO:0015630
IPR031402	Protein LYRIC	interpro	family		PF15686	GO:0043066,GO:0043123,GO:0045766
IPR031403	Sbe2/Sbe22	interpro	family		PF17076	GO:0031505
IPR031404	Regulator of rDNA transcription 14	interpro	family		PF17075	
IPR031407	Nuclear receptor-interacting protein 1, repression domain 3	interpro	family		PF15689	
IPR031409	Darcynin	interpro	family		PF17074	
IPR031410	Protein phosphatase 1 regulatory subunit 32	interpro	family		PTHR34349,PF15691	
IPR031411	Two-component-system connector protein SafA	interpro	family		PF17073	
IPR031412	Torovirinae spike protein	interpro	family		PF17072	
IPR031413	Outer capsid protein VP7	interpro	family		PF17071	
IPR031414	30S ribosomal protein Thx	interpro	family		PF17070	GO:0005840
IPR031415	Required for respiratory growth protein 8, mitochondrial	interpro	family		PF17068	GO:0000002
IPR031418	RBPJ-interacting and tubulin-associated protein 1	interpro	family		PTHR34917,PF17066	GO:0015631,GO:0007219,GO:0051168
IPR031420	UPF0669 protein C6orf120	interpro	family		PTHR31703,PF17065	
IPR031421	Protein of unknown function DUF4666	interpro	family		PTHR33730,PF15697	
IPR031423	Uncharacterised phosphatase SCO2771	interpro	family		PF15698	
IPR031424	Protein quiver	interpro	family		PF17064	GO:0030431,GO:0032222,GO:1903818
IPR031425	NPR1/NH1-interacting protein	interpro	family		PF15699,PTHR33669	GO:0010112
IPR031426	Protein of unknown function DUF4667	interpro	family		PF15700	
IPR031427	Protein of unknown function DUF4668	interpro	family		PF15701	
IPR031428	Linker for activation of T-cells family member 2	interpro	family		PF15703,PTHR15646	GO:0002764,GO:0042113
IPR031429	Phenol-soluble modulin alpha 4 peptide	interpro	family		PF17063	GO:0009405
IPR031430	Outer spore wall protein 5	interpro	family		PF17062	
IPR031431	Prostate androgen-regulated mucin-like protein 1	interpro	family		PF17061,PTHR35453	
IPR031432	MALE GAMETOPHYTE DEFECTIVE 1	interpro	family		PTHR36013,PF15704	GO:0009555
IPR031433	Monopolar spindle protein 2	interpro	family		PF17060	GO:0030474,GO:0071988
IPR031434	MgtA leader peptide	interpro	family		PF17059	
IPR031438	Mitochondrial coiled-coil domain protein 1	interpro	family		PTHR37877,PF15707	
IPR031439	Proline-rich protein family 20	interpro	family		PF15708,PTHR38819	
IPR031440	Protein of unknown function DUF4670	interpro	family		PTHR21937,PF15709	
IPR031441	Protein of unknown function DUF4671	interpro	family		PTHR14583,PF15710	
IPR031443	Mitochondrial biogenesis regulation protein 1	interpro	family		PF17058	
IPR031445	Protein of unknown function DUF4672	interpro	family		PF15716,PTHR40143	
IPR031447	Protein moonraker	interpro	family		PF15718,PTHR15732	GO:0007099
IPR031449	Annexin-2 receptor	interpro	family		PF15721,PTHR38820	GO:0038023
IPR031450	Orthopoxvirus B3 protein	interpro	family		PF17057	
IPR031451	mRNA interferase toxin MqsR	interpro	family		PF15723,cd12869	GO:0009372,GO:0017148,GO:0044010
IPR031452	Protein Kre1	interpro	family		PF17056	GO:0031505
IPR031453	Transmembrane protein 119	interpro	family		PTHR28645,PF15724	GO:0001503
IPR031454	Viral matrix protein M	interpro	family		PF17055	
IPR031455	Genetic interactor of prohibitin 5	interpro	family		PF17053	GO:0000002
IPR031456	Cap-associated protein Caf20	interpro	family		PF17052	GO:0006413,GO:0017148,GO:0005845
IPR031457	Renal cancer differentiation gene 1 protein	interpro	family		PF15725,PTHR31641	
IPR031458	Protein of unknown function DUF4677	interpro	family		PTHR31554,PF15726	
IPR031459	Cytochrome c oxidase assembly factor 2	interpro	family		PF17051	GO:0033617
IPR031460	Protein of unknown function DUF4678	interpro	family		PF15727,PTHR37365	
IPR031461	Protein of unknown function DUF4679	interpro	family		PTHR22235,PF15728	
IPR031462	C2 calcium-dependent domain-containing protein 6	interpro	family		PTHR21665,PF15729	
IPR031463	MICOS complex subunit Mic12	interpro	family		PF17050	GO:0042407,GO:0044284,GO:0061617
IPR031464	Protein of unknown function DUF4680	interpro	family		PTHR38655,PF15730	
IPR031465	Protein of unknown function DUF4681	interpro	family		PF15732	
IPR031466	Migration and invasion-inhibitory protein	interpro	family		PTHR34831,PF15734	GO:0010972,GO:0030336
IPR031467	ATPase expression protein 1	interpro	family		PF17049	GO:0045182,GO:0006417
IPR031469	Fungal death-pathway protein, SesB domain	interpro	family		PF17046	
IPR031471	Protein BptA	interpro	family		PF17044	
IPR031472	MAT1-1-2/MatA-2/Smr1	interpro	family		PF17043	
IPR031473	Protein of unknown function DUF4684	interpro	family		PF15736,PTHR38493	
IPR031476	Protein of unknown function DUF4686	interpro	family		PF15742	
IPR031479	Protein SLX4IP	interpro	family		PTHR28557,PF15744	
IPR031480	Cellulose-complementing protein	interpro	family		PF17040	
IPR031482	Cellulose biosynthesis protein BcsN	interpro	family		PF17038	
IPR031483	AP-1 complex-associated regulatory protein	interpro	family		PTHR34529,PF15745	GO:0035650,GO:0034315,GO:0048203,GO:1900025,GO:2000146
IPR031484	Cellulose biosynthesis protein BcsO	interpro	family		PF17037	
IPR031485	Cellulose biosynthesis protein BcsS	interpro	family		PF17036	
IPR031486	Transmembrane protein 215	interpro	family		PTHR31922,PF15746	
IPR031487	Protein of unknown function DUF4687	interpro	family		PF15747,PTHR16445	
IPR031492	Protein of unknown function DUF5101	interpro	family		PF17031	
IPR031494	Putative beta-lactamase-like family	interpro	family		PF17030	
IPR031495	Protein of unknown function DUF5100	interpro	family		PF17029	
IPR031496	Protein of unknown function DUF4688	interpro	family		PF15752,PTHR35674	
IPR031498	Bromodomain associated protein-like	interpro	family		PF17027	
IPR031499	Protein of unknown function DUF4689	interpro	family		PTHR36134,PF15755	
IPR031500	Protein SNORC	interpro	family		PTHR28453,PF15756	GO:0051216
IPR031501	Amelotin	interpro	family		PF15757,PTHR36858	GO:0042475,GO:0070175
IPR031502	Putative zinc-finger ribonucleoprotein	interpro	family		PF17026	
IPR031503	Protein of unknown function DUF5099	interpro	family		PF17025	
IPR031504	Putative DMAP1-like	interpro	family		PF17024	
IPR031505	Protein of unknown function DUF5098	interpro	family		PF17023	
IPR031506	Histidine-rich carboxyl terminus protein 1	interpro	family		PTHR23009,PF15758	
IPR031507	Polar tube protein 2	interpro	family		PF17022	
IPR031508	Transmembrane protein 108	interpro	family		PTHR28673,PF15759	
IPR031509	Putative double-strand recombination repair protein-like	interpro	family		PF17021	
IPR031510	Leukemia-associated protein 7	interpro	family		PF15760,PTHR36961	
IPR031513	Spore wall protein	interpro	family		PF17018	
IPR031515	Protein of unknown function DUF5095	interpro	family		PF17016	
IPR031516	Protein of unknown function DUF4691	interpro	family		PF15762,PTHR37867	
IPR031517	RHEX-like	interpro	family		PF15763,PTHR38491	
IPR031518	Protein of unknown function DUF4693	interpro	family		PF15764,PTHR14870	
IPR031520	Protein of unknown function DUF4694	interpro	family		PF15765,PTHR40139	
IPR031521	Protein of unknown function DUF4695	interpro	family		PTHR40250,PF15766	
IPR031522	Putative Mad3/Bub1 like region 1 protein	interpro	family		PF17014	
IPR031523	Putative acetyl-transferase	interpro	family		PF17013	
IPR031524	Armadillo-like helical domain-containing protein 4	interpro	family		PTHR21585,PF15767	
IPR031525	Coiled-coil domain-containing protein 190	interpro	family		PTHR36871,PF15768	
IPR031526	Protein of unknown function DUF4698	interpro	family		PF15769,PTHR34754	
IPR031527	Protein of unknown function DUF5091	interpro	family		PF17012	
IPR031528	Protein of unknown function DUF4699	interpro	family		PF15770,PTHR16106	
IPR031529	Interactor of HORMAD1 protein 1	interpro	family		PTHR35662,PF15771	GO:0006310,GO:0042138
IPR031530	UPF0688 family	interpro	family		PTHR28491,PF15772	
IPR031531	Protein of unknown function DUF4701	interpro	family		PF15773,PTHR35977	
IPR031532	Protein of unknown function DUF4702	interpro	family		PF15774,PTHR36861	
IPR031533	Protein of unknown function DUF5093	interpro	family		PF17011	
IPR031534	Protein of unknown function DUF4703	interpro	family		PTHR39221,PF15775	
IPR031535	Proline-rich protein 22	interpro	family		PF15776,PTHR37871	
IPR031537	Protein of unknown function DUF5092	interpro	family		PF17010	
IPR031538	Tryptophan RNA-binding attenuator protein inhibitory protein	interpro	family		PF15777	
IPR031539	Protein of unknown function DUF5090	interpro	family		PF17009	
IPR031540	Protein of unknown function DUF5088	interpro	family		PF17008	
IPR031541	HTH-like domain-containing protein, Microsporidia	interpro	family		PF17007	
IPR031543	Protein of unknown function DUF5087	interpro	family		PF17006	
IPR031544	WD40-like domain containing protein	interpro	family		PF17005	
IPR031546	Putative actin-like family	interpro	family		PF17003	
IPR031547	Protein of unknown function DUF5089	interpro	family		PF17002	
IPR031548	Accessory secretory protein Asp5	interpro	family		PF17000	
IPR031551	Accessory secretory protein Asp4	interpro	family		PF16996	
IPR031552	Type II bacterial toxin-antitoxin system, ParE-like toxin	interpro	family		PF15781	
IPR031555	DNA-directed RNA polymerase, subunit G	interpro	family		PF16992	
IPR031559	Serine/threonine-protein kinase SMG1	interpro	family		PF15785	GO:0004674,GO:0000184,GO:0016310
IPR031560	Heavy-metal resistance protein CzcE	interpro	family		PF16986	
IPR031561	Protein of unknown function DUF5086	interpro	family		PF16985	
IPR031563	Molybdate transporter 1/2	interpro	family		PTHR31970,PF16983	GO:0015098,GO:0015689
IPR031565	T-superfamily conotoxin	interpro	family		PF16981	
IPR031566	Putative citrate transporter	interpro	family		PF16980	
IPR031568	Protein Pet117, mitochondrial	interpro	family		PF15786,PTHR28163	
IPR031574	Ly6/PLAUR domain-containing protein 6	interpro	family		PTHR31171:SF0	
IPR031578	Na+ channel auxiliary subunit TipE	interpro	family		PTHR12335,PF16972	
IPR031579	Rough colony protein B	interpro	family		PF16971	
IPR031581	Mannosyl phosphorylinositol ceramide synthase regulatory protein Csg2	interpro	family		PF16965	GO:0030234,GO:0006874,GO:0030176
IPR031582	Putative tight adherence pilin protein F	interpro	family		PF16964	
IPR031584	Putative ABC exporter	interpro	family		PF16962	
IPR031585	Putative OmpA-OmpF-like porin family	interpro	family		PF16961	
IPR031586	Haemoglobin-haptoglobin utilisation, porphyrin transporter	interpro	family		PF16960	
IPR031587	Lung adenoma susceptibility protein 2	interpro	family		PF15792	
IPR031591	Coiled-coil domain-containing protein 106	interpro	family		PF15794,PTHR16477	
IPR031593	Putative general bacterial porin	interpro	family		PF16956	
IPR031594	Putative iron/lead transporter	interpro	family		PF16955	
IPR031596	Putative methionine and alanine importer, small subunit	interpro	family		PF16951	
IPR031599	Putative ATP-binding cassette	interpro	family		PF16949	
IPR031601	Coiled-coil domain-containing protein 48	interpro	family		PF15799	
IPR031602	Clock-interacting pacemaker	interpro	family		PTHR34648,PF15800	GO:0042754,GO:0045892
IPR031605	Putative OMPG-porin 1 family	interpro	family		PF16946	
IPR031606	Potassium transporter Kch	interpro	family		PTHR36424,PF16944	GO:0015079,GO:0071805,GO:0005887
IPR031607	Cag pathogenicity island, type IV secretory system	interpro	family		PF16943	
IPR031608	Putative cyclic bacteriocin	interpro	family		PF16942	
IPR031609	Cyclodextrin porin CymA	interpro	family		PF16941	GO:0098657
IPR031610	Protein TIC110, chloroplastic	interpro	family		PTHR34935,PF16940	GO:0009507
IPR031611	Putative porin	interpro	family		PF16939	
IPR031612	Putative phage holin	interpro	family		PF16938	
IPR031613	Pathogenicity locus protein HrpK	interpro	family		PF16937	
IPR031614	Putative holin	interpro	family		PF16936	
IPR031616	Putative Holin-like Toxin (Hol-Tox)	interpro	family		PF16935	
IPR031617	Putative exopolysaccharide exporter	interpro	family		PF16933	
IPR031618	Putative type IV secretory system protein	interpro	family		PF16932	
IPR031619	DNA transfer protein	interpro	family		PF16928	
IPR031620	DDB1- and CUL4-associated factor 17	interpro	family		PF15802,PTHR14815	GO:0016567
IPR031626	Microtubule-associated protein 11	interpro	family		PF15806,PTHR16096	
IPR031627	PDZK1-interacting protein 1/SMIM24	interpro	family		PTHR15296,PF15807	
IPR031630	Coiled-coil domain-containing protein 117	interpro	family		PTHR36128,PF15810	
IPR031632	Small VCP/p97-interacting protein	interpro	family		PTHR35269,PF15811	
IPR031638	Melanoregulin	interpro	family		PTHR34340,PF15812	GO:0032402,GO:0042470
IPR031648	Transmembrane protein 82	interpro	family		PF15816,PTHR35257	
IPR031650	Coiled-coil domain-containing protein 73	interpro	family		PF15818,PTHR28660	
IPR031653	MAPK-interacting and spindle-stabilising protein	interpro	family		PF15822,PTHR35973	
IPR031659	Spermatogenesis-associated protein 9	interpro	family		PF15824,PTHR35669	
IPR031661	Bcl-2-binding component 3	interpro	family		PF15826,PTHR28639	GO:0043065,GO:0090200,GO:0097193,GO:0005739
IPR031664	Protein of unknown function DUF5085	interpro	family		PF16895	
IPR031665	UPF0730 family	interpro	family		PF15827,PTHR47888	
IPR031666	Protein of unknown function DUF5084	interpro	family		PF16894	
IPR031667	Protein of unknown function DUF4710	interpro	family		PF15828,PTHR14680	
IPR031668	Protein of unknown function DUF4711	interpro	family		PF15829,PTHR36870	
IPR031670	Protein of unknown function DUF4712	interpro	family		PF15830,PTHR36680	
IPR031671	Protein of unknown function DUF4713	interpro	family		PF15831	
IPR031672	FAM27D/FAM27E	interpro	family		PF15832	
IPR031674	Protein of unknown function DUF4714	interpro	family		PF15833,PTHR37333	
IPR031676	Protein of unknown function DUF5083	interpro	family		PF16890	
IPR031677	Testis-expressed sequence 38 protein	interpro	family		PF15834,PTHR37362	
IPR031678	Protein of unknown function DUF4715	interpro	family		PTHR37364,PF15835	
IPR031679	TSSK6-activating co-chaperone protein	interpro	family		PF15836,PTHR37368	GO:0051087
IPR031682	Type VII secretion system protein EsaE	interpro	family		PF16887	
IPR031684	Protein of unknown function DUF4717	interpro	family		PF15838,PTHR37348	
IPR031685	Testis-expressed sequence 29 protein	interpro	family		PF15839	
